Family;Species;Author;Synonyms;LocalName;FileNamePhoto;FileNameID;Comments;FigOneWidth;FigTwoWidth
Dipsacaceae;Scabiosa columbaria;L.;;Tauben-Skabiose ;scabiosa_columbaria_photo.jpg;scabiosa_columbaria_ID.png;;;
Ericaceae;Arctostaphylos uva-ursi;L.;;Immergrüne Bärentraube;Arctostaphylos_uva-ursi_1.jpg;Arctostaphylos_uva-ursi_2.jpg;;;
Euphorbiaceae;Euphorbia cyparissias;L.;;Zypressen Wolfsmilch;Euphorbia_cyparissias_1.jpg;Euphorbia_cyparissias_2.jpg;;;
Fabaceae;Anthyllis vulneraria;L.;;Echter Wundklee;Anthyllis_vulneraria_1.jpg;Anthyllis_vulneraria_2.jpg;;;
Fabaceae;Coronilla vaginalis;Lam.;;Scheiden-Kronwicke;Coronilla_vaginalis_1.jpg;Coronilla_vaginalis_2.jpg;;;
Fabaceae;Cytisus nigricans;L.;;Schwarzwerdender Geißklee;Cytisus_nigricans_1.jpg;Cytisus_nigricans_2.jpg;;;
Fabaceae;Hippocrepis comosa;L.;;Hufeisenklee;Hippocrepis_comosa_1.jpg;Hippocrepis_comosa_2.jpg;;;
Fabaceae;Hippocrepis emerus;L.;;Strauchwicke;Hippocrepis_emerus_1.jpg;Hippocrepis_emerus_2.jpg;Subsp. Lassen;;
Fabaceae;Jacobaea vulgaris;L.;Senecio jacobea;Jakobs Greiskraut;Jacobaea_vulgaris_1.jpg;Jacobaea_vulgaris_2.jpg;;;
Fabaceae;Lathyrus vernus;(L.) Bernh.;;Gewöhnliche Frühlings-Platterbse;Lathyrus_vernus_1.jpg;Lathyrus_vernus_2.jpg;Subsp. Vernus;;
Fabaceae;Lotus corniculatus;L.;; Gewöhnlicher Hornklee;Lotus_corniculatus_1.jpg;Lotus_corniculatus_2.jpg;;;
Fabaceae;Medicago lupulina;L.;;Hopfenklee;Medicago_lupulina_1.jpg;Medicago_lupulina_2.jpg;;;
Fagaceae;Fagus sylvatica;L.;;Rot-Buche;Fagus_sylvatica_1.jpg;Fagus_sylvatica_2.jpg;;;
Geraniaceae;Geranium robertianum;L.;;Stinkender Storchschnabel;Geranium_robertianum_1.jpg;Geranium_robertianum_2.jpg;Subsp. Robertianum;;
Geraniaceae;Geranium sanguineum;L.;;Blut-Storchschnabel;Geranium_sanguineum_1.jpg;Geranium_sanguineum_2.jpg;;;
Grossulariaceae;Ribes alpinum;L.;;Alpen-Johannisbeere;Ribes_alpinum_1.jpg;Ribes_alpinum_2.jpg;;;
Grossulariaceae;Ribes uva-crispa;L.;;Stachelbeere;ribes_uc_photo.jpg;ribes_uc_ID.png;;;
Hypericaceae;Hypericum perforatum;L.;;Tüpfel-Hartheu;Hypericum_perforatum_1.jpg;Hypericum_perforatum_2.jpg;Subsp. Perforatum;;
Lamiaceae;Acinos arvensis;;;Feld-Steinquendel;Acinos_arvensis_1.jpg;Acinos_arvensis_2.jpg;;;
